dbms, schema, vm_time, vm_killed, vm_total, vm_score, selection_time, selection_killed, selection_total, selection_score
SQLite, Iso3166, 62, 8, 10, 0.80000, 41, 8, 10, 0.80000
SQLite, Iso3166, 63, 8, 10, 0.80000, 41, 8, 10, 0.80000
SQLite, JWhoisServer, 2077, 141, 184, 0.76630, 2105, 42, 52, 0.80769
SQLite, JWhoisServer, 2118, 141, 184, 0.76630, 2145, 36, 47, 0.76596
SQLite, JWhoisServer, 2099, 141, 184, 0.76630, 2115, 38, 53, 0.71698
SQLite, JWhoisServer, 2122, 141, 184, 0.76630, 2160, 38, 50, 0.76000
SQLite, JWhoisServer, 2104, 141, 184, 0.76630, 2153, 41, 53, 0.77358
SQLite, JWhoisServer, 2108, 141, 184, 0.76630, 2145, 46, 54, 0.85185
SQLite, JWhoisServer, 2091, 141, 184, 0.76630, 2101, 34, 50, 0.68000
SQLite, JWhoisServer, 2100, 141, 184, 0.76630, 2130, 26, 44, 0.59091
SQLite, JWhoisServer, 2068, 141, 184, 0.76630, 2094, 37, 47, 0.78723
SQLite, JWhoisServer, 2066, 141, 184, 0.76630, 2075, 36, 48, 0.75000
SQLite, JWhoisServer, 2138, 141, 184, 0.76630, 2186, 44, 54, 0.81481
SQLite, JWhoisServer, 2082, 141, 184, 0.76630, 2115, 34, 50, 0.68000
SQLite, JWhoisServer, 2085, 141, 184, 0.76630, 2107, 38, 51, 0.74510
SQLite, JWhoisServer, 2095, 141, 184, 0.76630, 2109, 43, 54, 0.79630
SQLite, JWhoisServer, 2075, 141, 184, 0.76630, 2088, 42, 51, 0.82353
SQLite, JWhoisServer, 2087, 141, 184, 0.76630, 2102, 40, 54, 0.74074
SQLite, JWhoisServer, 2103, 141, 184, 0.76630, 2134, 41, 50, 0.82000
SQLite, JWhoisServer, 2100, 141, 184, 0.76630, 2157, 38, 50, 0.76000
SQLite, JWhoisServer, 2083, 141, 184, 0.76630, 2087, 36, 51, 0.70588
SQLite, JWhoisServer, 2083, 141, 184, 0.76630, 2118, 35, 50, 0.70000
SQLite, JWhoisServer, 2107, 141, 184, 0.76630, 2134, 41, 52, 0.78846
SQLite, JWhoisServer, 2084, 141, 184, 0.76630, 2112, 41, 52, 0.78846
SQLite, JWhoisServer, 2113, 141, 184, 0.76630, 2139, 35, 48, 0.72917
SQLite, JWhoisServer, 2088, 141, 184, 0.76630, 2110, 44, 53, 0.83019
SQLite, JWhoisServer, 2094, 141, 184, 0.76630, 2122, 43, 52, 0.82692
SQLite, JWhoisServer, 2102, 141, 184, 0.76630, 2103, 42, 52, 0.80769
SQLite, JWhoisServer, 2090, 141, 184, 0.76630, 2118, 39, 54, 0.72222
SQLite, JWhoisServer, 2091, 141, 184, 0.76630, 2093, 39, 52, 0.75000
SQLite, JWhoisServer, 2079, 141, 184, 0.76630, 2095, 32, 46, 0.69565
SQLite, JWhoisServer, 2080, 141, 184, 0.76630, 2115, 38, 49, 0.77551
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 197, 18, 24, 0.75000
SQLite, MozillaPermissions, 196, 23, 30, 0.76667, 202, 18, 24, 0.75000
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 199, 18, 24, 0.75000
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 200, 18, 24, 0.75000
SQLite, MozillaPermissions, 202, 23, 30, 0.76667, 205, 19, 25, 0.76000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 199, 18, 24, 0.75000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 201, 17, 24, 0.70833
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 204, 19, 25, 0.76000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 198, 18, 24, 0.75000
SQLite, MozillaPermissions, 193, 23, 30, 0.76667, 196, 16, 23, 0.69565
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 199, 19, 24, 0.79167
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 197, 17, 24, 0.70833
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 199, 17, 24, 0.70833
SQLite, MozillaPermissions, 192, 23, 30, 0.76667, 200, 21, 25, 0.84000
SQLite, MozillaPermissions, 193, 23, 30, 0.76667, 201, 20, 25, 0.80000
SQLite, MozillaPermissions, 192, 23, 30, 0.76667, 196, 20, 24, 0.83333
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 195, 17, 23, 0.73913
SQLite, MozillaPermissions, 199, 23, 30, 0.76667, 200, 19, 25, 0.76000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 196, 19, 24, 0.79167
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 195, 20, 24, 0.83333
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 197, 18, 24, 0.75000
SQLite, MozillaPermissions, 192, 23, 30, 0.76667, 200, 17, 24, 0.70833
SQLite, MozillaPermissions, 204, 23, 30, 0.76667, 204, 19, 25, 0.76000
SQLite, MozillaPermissions, 197, 23, 30, 0.76667, 197, 18, 24, 0.75000
SQLite, MozillaPermissions, 192, 23, 30, 0.76667, 201, 18, 24, 0.75000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 196, 18, 24, 0.75000
SQLite, MozillaPermissions, 196, 23, 30, 0.76667, 196, 20, 25, 0.80000
SQLite, MozillaPermissions, 195, 23, 30, 0.76667, 196, 18, 24, 0.75000
SQLite, MozillaPermissions, 194, 23, 30, 0.76667, 198, 20, 25, 0.80000
SQLite, MozillaPermissions, 196, 23, 30, 0.76667, 202, 18, 24, 0.75000
SQLite, NistWeather, 469, 32, 34, 0.94118, 470, 32, 34, 0.94118
SQLite, NistWeather, 450, 32, 34, 0.94118, 464, 31, 33, 0.93939
SQLite, NistWeather, 473, 32, 34, 0.94118, 475, 31, 33, 0.93939
SQLite, NistWeather, 482, 32, 34, 0.94118, 453, 32, 34, 0.94118
SQLite, NistWeather, 482, 32, 34, 0.94118, 486, 32, 34, 0.94118
SQLite, NistWeather, 456, 32, 34, 0.94118, 460, 31, 33, 0.93939
SQLite, NistWeather, 454, 32, 34, 0.94118, 469, 32, 34, 0.94118
SQLite, NistWeather, 464, 32, 34, 0.94118, 466, 31, 33, 0.93939
SQLite, NistWeather, 566, 32, 34, 0.94118, 463, 32, 34, 0.94118
SQLite, NistWeather, 455, 32, 34, 0.94118, 459, 32, 34, 0.94118
SQLite, NistWeather, 461, 32, 34, 0.94118, 464, 32, 34, 0.94118
SQLite, NistWeather, 448, 32, 34, 0.94118, 452, 31, 33, 0.93939
SQLite, NistWeather, 459, 32, 34, 0.94118, 466, 32, 34, 0.94118
SQLite, NistWeather, 457, 32, 34, 0.94118, 461, 32, 33, 0.96970
SQLite, NistWeather, 461, 32, 34, 0.94118, 464, 32, 34, 0.94118
SQLite, NistWeather, 446, 32, 34, 0.94118, 459, 31, 33, 0.93939
SQLite, NistWeather, 444, 32, 34, 0.94118, 447, 32, 33, 0.96970
SQLite, NistWeather, 485, 32, 34, 0.94118, 495, 31, 33, 0.93939
SQLite, NistWeather, 460, 32, 34, 0.94118, 440, 32, 34, 0.94118
SQLite, NistWeather, 454, 32, 34, 0.94118, 463, 31, 33, 0.93939
SQLite, NistWeather, 479, 32, 34, 0.94118, 484, 31, 33, 0.93939
SQLite, NistWeather, 453, 32, 34, 0.94118, 460, 31, 33, 0.93939
SQLite, NistWeather, 447, 32, 34, 0.94118, 448, 30, 32, 0.93750
SQLite, NistWeather, 466, 32, 34, 0.94118, 467, 31, 33, 0.93939
SQLite, NistWeather, 454, 32, 34, 0.94118, 464, 31, 33, 0.93939
SQLite, NistWeather, 461, 32, 34, 0.94118, 466, 31, 33, 0.93939
SQLite, NistWeather, 461, 32, 34, 0.94118, 468, 32, 34, 0.94118
SQLite, NistWeather, 446, 32, 34, 0.94118, 444, 32, 34, 0.94118
SQLite, NistWeather, 476, 32, 34, 0.94118, 474, 32, 34, 0.94118
SQLite, NistWeather, 485, 32, 34, 0.94118, 472, 32, 34, 0.94118
SQLite, NistXTS749, 268, 25, 27, 0.92593, 271, 25, 26, 0.96154
SQLite, NistXTS749, 242, 25, 27, 0.92593, 247, 21, 23, 0.91304
SQLite, NistXTS749, 240, 25, 27, 0.92593, 246, 21, 23, 0.91304
SQLite, NistXTS749, 242, 25, 27, 0.92593, 250, 22, 23, 0.95652
SQLite, NistXTS749, 260, 25, 27, 0.92593, 261, 22, 24, 0.91667
SQLite, NistXTS749, 247, 25, 27, 0.92593, 256, 22, 24, 0.91667
SQLite, NistXTS749, 237, 25, 27, 0.92593, 243, 22, 23, 0.95652
SQLite, NistXTS749, 237, 25, 27, 0.92593, 246, 20, 22, 0.90909
SQLite, NistXTS749, 280, 25, 27, 0.92593, 286, 25, 27, 0.92593
SQLite, NistXTS749, 236, 25, 27, 0.92593, 241, 21, 22, 0.95455
SQLite, NistXTS749, 258, 25, 27, 0.92593, 261, 22, 24, 0.91667
SQLite, NistXTS749, 250, 25, 27, 0.92593, 253, 21, 23, 0.91304
SQLite, NistXTS749, 243, 25, 27, 0.92593, 243, 21, 23, 0.91304
SQLite, NistXTS749, 234, 25, 27, 0.92593, 234, 20, 22, 0.90909
SQLite, NistXTS749, 243, 25, 27, 0.92593, 254, 22, 24, 0.91667
SQLite, NistXTS749, 238, 25, 27, 0.92593, 241, 21, 23, 0.91304
SQLite, NistXTS749, 239, 25, 27, 0.92593, 245, 21, 23, 0.91304
SQLite, NistXTS749, 248, 25, 27, 0.92593, 252, 22, 24, 0.91667
SQLite, NistXTS749, 241, 25, 27, 0.92593, 242, 22, 23, 0.95652
SQLite, NistXTS749, 247, 25, 27, 0.92593, 253, 22, 24, 0.91667
SQLite, NistXTS749, 241, 25, 27, 0.92593, 241, 21, 22, 0.95455
SQLite, NistXTS749, 238, 25, 27, 0.92593, 242, 22, 23, 0.95652
SQLite, NistXTS749, 236, 25, 27, 0.92593, 241, 20, 21, 0.95238
SQLite, NistXTS749, 253, 25, 27, 0.92593, 255, 22, 24, 0.91667
SQLite, NistXTS749, 239, 25, 27, 0.92593, 244, 21, 23, 0.91304
SQLite, NistXTS749, 234, 25, 27, 0.92593, 240, 20, 22, 0.90909
SQLite, NistXTS749, 239, 25, 27, 0.92593, 240, 22, 23, 0.95652
SQLite, NistXTS749, 268, 25, 27, 0.92593, 270, 24, 25, 0.96000
SQLite, NistXTS749, 268, 25, 27, 0.92593, 271, 23, 25, 0.92000
SQLite, NistXTS749, 243, 25, 27, 0.92593, 250, 21, 23, 0.91304
SQLite, Person, 155, 18, 22, 0.81818, 126, 18, 22, 0.81818
SQLite, Person, 158, 18, 22, 0.81818, 133, 18, 22, 0.81818
SQLite, Person, 156, 18, 22, 0.81818, 132, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 193, 18, 22, 0.81818, 170, 18, 22, 0.81818
SQLite, Person, 157, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 136, 18, 22, 0.81818
SQLite, Person, 160, 18, 22, 0.81818, 147, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 154, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 154, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 153, 18, 22, 0.81818, 130, 18, 22, 0.81818
SQLite, Person, 153, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 167, 18, 22, 0.81818, 143, 18, 22, 0.81818
SQLite, Person, 174, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 156, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 160, 18, 22, 0.81818, 129, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 132, 18, 22, 0.81818
SQLite, Person, 166, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 165, 18, 22, 0.81818, 150, 18, 22, 0.81818
SQLite, Person, 161, 18, 22, 0.81818, 125, 18, 22, 0.81818
SQLite, Person, 154, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 167, 18, 22, 0.81818, 138, 18, 22, 0.81818
SQLite, Person, 168, 18, 22, 0.81818, 143, 18, 22, 0.81818
SQLite, Person, 156, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 146, 18, 22, 0.81818
SQLite, Person, 155, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 156, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Person, 156, 18, 22, 0.81818, 135, 18, 22, 0.81818
SQLite, Products, 561, 44, 51, 0.86275, 568, 38, 42, 0.90476
SQLite, Products, 533, 45, 51, 0.88235, 533, 32, 37, 0.86486
SQLite, Products, 531, 44, 51, 0.86275, 541, 31, 38, 0.81579
SQLite, Products, 544, 45, 51, 0.88235, 562, 37, 41, 0.90244
SQLite, Products, 541, 45, 51, 0.88235, 551, 33, 38, 0.86842
SQLite, Products, 557, 45, 51, 0.88235, 569, 39, 42, 0.92857
SQLite, Products, 554, 44, 51, 0.86275, 558, 37, 40, 0.92500
SQLite, Products, 541, 45, 51, 0.88235, 551, 34, 39, 0.87179
SQLite, Products, 579, 44, 51, 0.86275, 581, 37, 41, 0.90244
SQLite, Products, 536, 45, 51, 0.88235, 537, 30, 35, 0.85714
SQLite, Products, 535, 45, 51, 0.88235, 550, 32, 38, 0.84211
SQLite, Products, 554, 45, 51, 0.88235, 565, 33, 38, 0.86842
SQLite, Products, 543, 45, 51, 0.88235, 552, 37, 40, 0.92500
SQLite, Products, 564, 44, 51, 0.86275, 576, 34, 41, 0.82927
SQLite, Products, 578, 44, 51, 0.86275, 583, 33, 38, 0.86842
SQLite, Products, 577, 44, 51, 0.86275, 579, 35, 41, 0.85366
SQLite, Products, 525, 45, 51, 0.88235, 535, 33, 38, 0.86842
SQLite, Products, 543, 45, 51, 0.88235, 543, 31, 37, 0.83784
SQLite, Products, 555, 44, 51, 0.86275, 566, 35, 41, 0.85366
SQLite, Products, 563, 45, 51, 0.88235, 572, 36, 41, 0.87805
SQLite, Products, 555, 45, 51, 0.88235, 561, 35, 40, 0.87500
SQLite, Products, 530, 45, 51, 0.88235, 537, 36, 39, 0.92308
SQLite, Products, 559, 44, 51, 0.86275, 569, 33, 39, 0.84615
SQLite, Products, 547, 45, 51, 0.88235, 559, 34, 38, 0.89474
SQLite, Products, 543, 45, 51, 0.88235, 545, 33, 38, 0.86842
SQLite, Products, 552, 45, 51, 0.88235, 557, 30, 34, 0.88235
SQLite, Products, 565, 45, 51, 0.88235, 577, 35, 38, 0.92105
SQLite, Products, 530, 45, 51, 0.88235, 540, 34, 39, 0.87179
SQLite, Products, 557, 45, 51, 0.88235, 567, 36, 41, 0.87805
SQLite, Products, 552, 44, 51, 0.86275, 557, 32, 38, 0.84211
SQLite, StudentResidence, 366, 34, 39, 0.87179, 374, 30, 34, 0.88235
SQLite, StudentResidence, 386, 34, 39, 0.87179, 391, 33, 38, 0.86842
SQLite, StudentResidence, 364, 34, 39, 0.87179, 368, 33, 37, 0.89189
SQLite, StudentResidence, 359, 34, 39, 0.87179, 368, 31, 36, 0.86111
SQLite, StudentResidence, 369, 34, 39, 0.87179, 369, 31, 36, 0.86111
SQLite, StudentResidence, 379, 34, 39, 0.87179, 387, 34, 39, 0.87179
SQLite, StudentResidence, 365, 34, 39, 0.87179, 367, 31, 36, 0.86111
SQLite, StudentResidence, 370, 34, 39, 0.87179, 373, 33, 37, 0.89189
SQLite, StudentResidence, 369, 34, 39, 0.87179, 378, 31, 36, 0.86111
SQLite, StudentResidence, 386, 34, 39, 0.87179, 392, 34, 39, 0.87179
SQLite, StudentResidence, 369, 34, 39, 0.87179, 375, 33, 37, 0.89189
SQLite, StudentResidence, 384, 34, 39, 0.87179, 392, 34, 39, 0.87179
SQLite, StudentResidence, 361, 34, 39, 0.87179, 362, 31, 36, 0.86111
SQLite, StudentResidence, 363, 34, 39, 0.87179, 368, 32, 36, 0.88889
SQLite, StudentResidence, 376, 34, 39, 0.87179, 380, 33, 38, 0.86842
SQLite, StudentResidence, 363, 34, 39, 0.87179, 369, 30, 35, 0.85714
SQLite, StudentResidence, 365, 34, 39, 0.87179, 372, 30, 35, 0.85714
SQLite, StudentResidence, 366, 34, 39, 0.87179, 371, 32, 37, 0.86486
SQLite, StudentResidence, 363, 34, 39, 0.87179, 371, 33, 38, 0.86842
SQLite, StudentResidence, 380, 34, 39, 0.87179, 380, 34, 39, 0.87179
SQLite, StudentResidence, 360, 34, 39, 0.87179, 363, 33, 37, 0.89189
SQLite, StudentResidence, 361, 34, 39, 0.87179, 362, 32, 36, 0.88889
SQLite, StudentResidence, 361, 34, 39, 0.87179, 368, 31, 36, 0.86111
SQLite, StudentResidence, 371, 34, 39, 0.87179, 374, 33, 37, 0.89189
SQLite, StudentResidence, 368, 34, 39, 0.87179, 374, 30, 35, 0.85714
SQLite, StudentResidence, 371, 34, 39, 0.87179, 372, 33, 38, 0.86842
SQLite, StudentResidence, 368, 34, 39, 0.87179, 373, 32, 37, 0.86486
SQLite, StudentResidence, 361, 34, 39, 0.87179, 370, 34, 38, 0.89474
SQLite, StudentResidence, 360, 34, 39, 0.87179, 366, 33, 38, 0.86842
SQLite, StudentResidence, 393, 34, 39, 0.87179, 387, 34, 39, 0.87179
